1506664800000,4030.00000000,4079.99000000,4010.10000000,4053.15000000,47.48236600,1506668399999,191399.93400399,678,18.84704900,76039.70227054,10423.91165902
1506668400000,4053.15000000,4109.96000000,4051.01000000,4090.10000000,60.05486000,1506671999999,245476.19679397,657,19.77117700,80941.12203521,10480.73934725
1506672000000,4090.10000000,4135.00000000,4060.02000000,4129.98000000,44.17599400,1506675599999,181420.07174083,536,25.16363800,103423.13770183,10520.62338116
1506675600000,4119.68000000,4129.98000000,4060.05000000,4063.01000000,35.79853300,1506679199999,146396.29715432,521,13.80714200,56552.04012145,10543.97848322
1506679200000,4063.03000000,4145.30000000,4063.01000000,4145.30000000,57.23197000,1506682799999,235353.21168595,506,28.33057700,116592.84409848,10613.17495593
1506682800000,4145.30000000,4248.00000000,4145.30000000,4220.01000000,48.35661500,1506686399999,202533.39342780,509,30.75334900,128947.91809887,10672.48222851
1506686400000,4234.99000000,4251.00000000,4180.53000000,4247.00000000,55.52283200,1506689999999,235052.88228157,811,16.63899000,70417.56385839,10791.31957320
1506690000000,4247.11000000,4248.01000000,4131.68000000,4158.00000000,77.25939400,1506693599999,323215.76230142,779,16.21253300,67448.89422735,10858.16910725
1506693600000,4158.00000000,4210.00000000,4145.00000000,4146.01000000,38.11915100,1506697199999,159202.59158448,491,10.64287600,44557.67603810,10778.72785831
1506697200000,4146.01000000,4180.00000000,4142.01000000,4143.02000000,33.70679900,1506700799999,140468.66497932,447,5.83840100,24392.54333552,10814.49176492
1506700800000,4145.03000000,4259.99000000,4144.00000000,4200.01000000,47.85336500,1506704399999,201283.36118482,558,19.94530900,84080.74676433,10800.50535050
1506704400000,4200.01000000,4234.00000000,4132.04000000,4158.41000000,48.23833100,1506707999999,201546.07816338,414,15.55851200,65269.50850251,10846.34954854
1506708000000,4132.05000000,4188.47000000,4132.05000000,4140.38000000,25.97201700,1506711599999,107831.54139254,535,10.67510200,44419.42731524,10857.21247471
1506711600000,4140.38000000,4180.00000000,4101.01000000,4179.99000000,30.87470400,1506715199999,128159.44747013,320,8.74276800,36416.10294266,10887.13843700
1506715200000,4146.96000000,4263.86000000,4146.58000000,4160.00000000,28.25099000,1506718799999,118144.35324316,335,12.72763500,53469.59487012,10870.70480939
1506718800000,4160.00000000,4214.99000000,4148.22000000,4151.66000000,23.92438100,1506722399999,99797.52036002,221,9.11499500,38197.66859956,10825.23873669
1506722400000,4209.99000000,4213.70000000,4106.00000000,4120.01000000,46.53309300,1506725999999,193173.08072361,626,5.70708800,23760.74043254,10890.11602988
1506726000000,4120.01000000,4250.00000000,4108.00000000,4174.69000000,58.16687900,1506729599999,240751.90381436,655,16.47600300,68782.72613329,10839.14992836
1506729600000,4175.00000000,4179.99000000,4138.10000000,4169.91000000,20.18084300,1506733199999,83895.78172903,297,5.06890100,21117.17102530,10840.42713413
1506733200000,4169.67000000,4230.00000000,4162.02000000,4200.00000000,44.40947800,1506736799999,186429.81214597,346,22.91613900,96301.14345090,10896.30577992
1506736800000,4200.00000000,4227.02000000,4186.90000000,4220.00000000,17.49774500,1506740399999,73525.32611028,340,5.92850600,24973.27922708,10896.73935355
1506740400000,4220.00000000,4298.00000000,4186.79000000,4214.00000000,41.23906500,1506743999999,173946.21761952,442,20.62741400,87252.43249968,10904.52227810
1506744000000,4216.01000000,4263.86000000,4180.81000000,4200.00000000,44.76936900,1506747599999,188593.77385133,646,14.44522500,60996.83666313,10964.87040048
1506747600000,4190.12000000,4256.79000000,4185.02000000,4256.22000000,34.52091200,1506751199999,145453.12764491,494,12.15962400,51307.96607129,10913.07873525
1506751200000,4256.22000000,4299.00000000,4230.00000000,4280.00000000,40.78728600,1506754799999,174154.01078579,416,14.98009700,64035.89962044,10912.70838697
1506754800000,4280.00000000,4300.00000000,4275.10000000,4300.00000000,49.76850600,1506758399999,213671.24606237,441,32.32989500,138949.03699302,10908.58498550
1506758400000,4310.00000000,4344.90000000,4290.00000000,4290.00000000,28.90404500,1506761999999,124463.48948615,439,6.49145700,28063.14973422,10992.93069098
1506762000000,4290.00000000,4319.00000000,4266.11000000,4296.00000000,21.06337200,1506765599999,90462.47269338,395,5.13747400,22104.98177233,10939.91482676
1506765600000,4280.00000000,4345.00000000,4266.12000000,4340.00000000,32.07625100,1506769199999,138206.39120447,481,15.90502300,68611.95690094,10963.56039241
1506769200000,4340.00000000,4340.00000000,4301.09000000,4324.99000000,27.03995900,1506772799999,117044.96294967,416,10.85058700,47016.77653855,10986.94656048
1506772800000,4320.21000000,4332.00000000,4305.04000000,4306.00000000,21.04390700,1506776399999,90813.89140917,326,4.30323600,18594.51683584,10990.56991817
1506776400000,4306.00000000,4322.19000000,4280.00000000,4297.32000000,25.23149500,1506779999999,108602.19944847,443,5.93939100,25610.47222101,10977.07107111
1506780000000,4286.82000000,4329.50000000,4275.35000000,4322.58000000,27.60609300,1506783599999,119036.67284873,275,9.67766100,41791.21497691,11085.75425269
1506783600000,4315.23000000,4358.99000000,4315.08000000,4353.98000000,45.20934200,1506787199999,196305.55194143,471,22.95320100,99718.16797496,11068.25618910
1506787200000,4349.00000000,4349.00000000,4307.50000000,4310.20000000,49.84307000,1506790799999,215748.55403391,558,19.68670200,85373.29779360,11030.80496934
1506790800000,4311.66000000,4339.86000000,4307.51000000,4318.07000000,25.25687300,1506794399999,109119.93990905,442,4.22959400,18324.55980647,11049.70489116
1506794400000,4329.96000000,4380.00000000,4312.88000000,4359.87000000,42.28087200,1506797999999,183806.97069221,356,29.71181800,129269.91828615,11123.55718437
1506798000000,4359.87000000,4371.00000000,4335.14000000,4368.98000000,13.23742100,1506801599999,57663.21383149,262,6.99385400,30514.70793173,11158.72257851
1506801600000,4343.18000000,4371.99000000,4330.18000000,4336.00000000,17.32896500,1506805199999,75450.92966317,272,2.69713900,11768.19282316,11161.42029867
1506805200000,4335.99000000,4371.34000000,4317.88000000,4317.88000000,15.42302300,1506808799999,66902.63965232,244,5.17042800,22458.73757146,11191.96344676
1506808800000,4318.00000000,4377.00000000,4310.25000000,4360.00000000,14.45177500,1506812399999,62767.92349452,246,6.30173800,27465.95323514,11178.82053834
1506812400000,4360.00000000,4379.95000000,4321.68000000,4378.51000000,21.18351600,1506815999999,92289.30163802,276,8.46158900,36919.85257663,11158.76978487
