1506564000000,4178.00000000,4197.97000000,4148.99000000,4170.00000000,41.00898900,1506567599999,170846.02920384,609,18.63784100,77638.09410973,9697.27837872
1506567600000,4150.01000000,4200.01000000,4140.01000000,4200.00000000,35.26180200,1506571199999,146938.18499751,430,20.29995700,84590.91939836,9725.71365069
1506571200000,4200.00000000,4300.00000000,4185.00000000,4242.01000000,41.16056500,1506574799999,174713.55177177,452,16.34469300,69363.51225600,9744.50871369
1506574800000,4242.01000000,4270.00000000,4200.01000000,4230.00000000,26.29468400,1506578399999,111710.32043706,567,12.44600100,52968.00372724,9735.38790930
1506578400000,4239.99000000,4258.83000000,4200.02000000,4235.01000000,20.13935900,1506581999999,85419.29592502,253,6.80728000,28920.43753765,9706.92091272
1506582000000,4255.00000000,4256.98000000,4223.95000000,4246.00000000,38.23798400,1506585599999,162177.03654974,591,12.29082700,52186.01498309,9827.49254940
1506585600000,4247.00000000,4269.99000000,4246.00000000,4267.89000000,26.95757600,1506589199999,114734.57623305,402,18.72846300,79722.83396989,9893.52561221
1506589200000,4269.00000000,4272.45000000,4230.00000000,4256.56000000,26.06869800,1506592799999,111030.99909164,471,8.74376500,37289.12696324,9949.14575363
1506592800000,4267.99000000,4269.00000000,4136.00000000,4148.00000000,48.85170400,1506596399999,204461.53602881,597,12.68648000,53100.05329504,10024.43833152
1506596400000,4140.96000000,4198.98000000,4140.00000000,4180.00000000,45.45896500,1506599999999,189114.03331270,710,24.60327400,102523.31335123,10031.24492031
1506600000000,4170.19000000,4201.10000000,4136.10000000,4189.02000000,57.82154200,1506603599999,241152.04703260,555,29.16557400,121696.22269768,10078.94853909
1506603600000,4189.02000000,4210.00000000,4150.01000000,4150.05000000,36.66613700,1506607199999,153444.30647186,477,13.28476500,55646.67334312,10153.36727955
1506607200000,4180.00000000,4195.00000000,4101.00000000,4128.99000000,55.08342300,1506610799999,228118.79090261,685,15.40264000,63849.05459036,10294.70782793
1506610800000,4128.00000000,4169.93000000,4101.00000000,4168.00000000,42.75368500,1506614399999,176717.71438854,508,21.70909200,89886.92849633,10407.72972694
1506614400000,4133.03000000,4209.50000000,4133.03000000,4154.00000000,22.30657500,1506617999999,93159.34904580,407,6.79424600,28456.71460807,10494.43014734
1506618000000,4162.00000000,4209.68000000,4154.00000000,4187.00000000,38.08912800,1506621599999,159044.01162807,554,18.87831400,78917.02035166,10678.43502197
1506621600000,4188.74000000,4190.00000000,4140.07000000,4147.01000000,27.89673500,1506625199999,116252.70719834,488,9.40833500,39265.76023981,10744.73163262
1506625200000,4147.01000000,4169.95000000,4110.00000000,4149.99000000,30.14344000,1506628799999,124576.20791233,359,8.13708200,33724.20481427,10782.13732263
1506628800000,4143.12000000,4169.96000000,4114.03000000,4129.99000000,38.91445200,1506632399999,160719.29386478,506,16.31964100,67472.89577767,10817.92326845
1506632400000,4131.87000000,4194.99000000,4130.00000000,4184.98000000,26.89248200,1506635999999,111693.32882082,369,16.65527300,69236.78878410,10858.13040016
1506636000000,4184.98000000,4190.00000000,4136.26000000,4150.00000000,50.53118100,1506639599999,210374.97866558,517,33.51058700,139603.02084562,10886.74605796
1506639600000,4150.00000000,4179.30000000,4140.05000000,4174.50000000,14.16940500,1506643199999,58818.57371407,197,1.36585500,5685.67887927,10915.25822059
1506643200000,4178.98000000,4195.99000000,4170.00000000,4195.98000000,23.60684100,1506646799999,98869.35436039,317,16.32824500,68425.34254317,10924.62898873
1506646800000,4190.37000000,4215.00000000,4150.00000000,4150.00000000,41.90138400,1506650399999,175613.84429940,505,22.46367100,94206.93357712,10921.68653584
1506650400000,4160.00000000,4189.96000000,4006.00000000,4008.01000000,180.81185500,1506653999999,734799.39641952,1187,61.69242000,250343.60462225,10887.35857795
1506654000000,4025.00000000,4113.00000000,3952.01000000,4032.87000000,323.65333700,1506657599999,1303079.29920186,1529,170.78099800,688100.38325709,10966.48943056
1506657600000,4000.00000000,4113.81000000,4000.00000000,4100.00000000,138.87320300,1506661199999,562584.15092412,903,79.93028500,323719.46274715,10288.78914552
1506661200000,4100.00000000,4113.81000000,3970.00000000,4030.00000000,85.94067100,1506664799999,345594.02148980,794,24.25947200,97648.13142157,10341.48232580
